"topic","question_type","bank_row_index","row_identity","target_word","sentence","structure_id","tags","cefr","difficulty","variant_group","lemma_key","source"
"food","fill_blanks",108,"108 | pineapple | pineapple","pineapple","Do you like pineapple?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","pineapple","sentence_bank"
"food","mc_quiz",109,"109 | chocolate | chocolate","chocolate","Do you like chocolate?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","chocolate","sentence_bank"
"food","fill_blanks",109,"109 | chocolate | chocolate","chocolate","Do you like chocolate?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","chocolate","sentence_bank"
"food","mc_quiz",110,"110 | soda | soda","soda","Do you like soda?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","soda","sentence_bank"
"food","fill_blanks",110,"110 | soda | soda","soda","Do you like soda?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","soda","sentence_bank"
"food","mc_quiz",111,"111 | chips | chips","chips","Do you like chips?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","chips","sentence_bank"
"food","fill_blanks",111,"111 | chips | chips","chips","Do you like chips?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","chips","sentence_bank"
"food","mc_quiz",112,"112 | fries | fries","fries","Do you like fries?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","fries","sentence_bank"
"food","fill_blanks",112,"112 | fries | fries","fries","Do you like fries?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","fries","sentence_bank"
"food","mc_quiz",113,"113 | candy | candy","candy","Do you like candy?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","candy","sentence_bank"
"food","fill_blanks",113,"113 | candy | candy","candy","Do you like candy?","likes_preferences","do_question|like|food","a1","1","vg_16b04dd6ccbad166","candy","sentence_bank"
"food","mc_quiz",114,"114 | cookie | cookie","cookie","Do you want a cookie?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","cookie","sentence_bank"
"food","fill_blanks",114,"114 | cookie | cookie","cookie","Do you want a cookie?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","cookie","sentence_bank"
"food","mc_quiz",115,"115 | apple | apple","apple","Do you want a apple?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","apple","sentence_bank"
"food","fill_blanks",115,"115 | apple | apple","apple","Do you want a apple?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","apple","sentence_bank"
"food","mc_quiz",116,"116 | candy | candy","candy","Do you want a candy?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","candy","sentence_bank"
"food","fill_blanks",116,"116 | candy | candy","candy","Do you want a candy?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","candy","sentence_bank"
"food","mc_quiz",117,"117 | banana | banana","banana","Do you want a banana?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","banana","sentence_bank"
"food","fill_blanks",117,"117 | banana | banana","banana","Do you want a banana?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","banana","sentence_bank"
"food","mc_quiz",118,"118 | pear | pear","pear","Do you want a pear?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","pear","sentence_bank"
"food","fill_blanks",118,"118 | pear | pear","pear","Do you want a pear?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","pear","sentence_bank"
"food","mc_quiz",119,"119 | peach | peach","peach","Do you want a peach?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","peach","sentence_bank"
"food","fill_blanks",119,"119 | peach | peach","peach","Do you want a peach?","likes_preferences","do_question|want|food","a1","2","vg_8723dd4515bfb314","peach","sentence_bank"
"food","mc_quiz",125,"125 | milk | milk","milk","Do you want some milk?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","milk","sentence_bank"
"food","fill_blanks",125,"125 | milk | milk","milk","Do you want some milk?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","milk","sentence_bank"
"food","mc_quiz",126,"126 | juice | juice","juice","Do you want some juice?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","juice","sentence_bank"
"food","fill_blanks",126,"126 | juice | juice","juice","Do you want some juice?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","juice","sentence_bank"
"food","mc_quiz",127,"127 | water | water","water","Do you want some water?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","water","sentence_bank"
"food","fill_blanks",127,"127 | water | water","water","Do you want some water?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","water","sentence_bank"
"food","mc_quiz",128,"128 | coffee | coffee","coffee","Do you want some coffee?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","coffee","sentence_bank"
"food","fill_blanks",128,"128 | coffee | coffee","coffee","Do you want some coffee?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","coffee","sentence_bank"
"food","mc_quiz",129,"129 | soda | soda","soda","Do you want some soda?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","soda","sentence_bank"
"food","fill_blanks",129,"129 | soda | soda","soda","Do you want some soda?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","soda","sentence_bank"
"food","mc_quiz",130,"130 | food | food","food","Do you want some food?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","food","sentence_bank"
"food","fill_blanks",130,"130 | food | food","food","Do you want some food?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","food","sentence_bank"
"food","mc_quiz",131,"131 | rice | rice","rice","Do you want some rice?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","rice","sentence_bank"
"food","fill_blanks",131,"131 | rice | rice","rice","Do you want some rice?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","rice","sentence_bank"
"food","mc_quiz",132,"132 | bread | bread","bread","Do you want some bread?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","bread","sentence_bank"
"food","fill_blanks",132,"132 | bread | bread","bread","Do you want some bread?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","bread","sentence_bank"
"food","mc_quiz",133,"133 | chocolate | chocolate","chocolate","Do you want some chocolate?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","chocolate","sentence_bank"
"food","fill_blanks",133,"133 | chocolate | chocolate","chocolate","Do you want some chocolate?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","chocolate","sentence_bank"
"food","mc_quiz",134,"134 | chips | chips","chips","Do you want some chips?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","chips","sentence_bank"
"food","fill_blanks",134,"134 | chips | chips","chips","Do you want some chips?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","chips","sentence_bank"
"food","mc_quiz",135,"135 | fries | fries","fries","Do you want some fries?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","fries","sentence_bank"
"food","fill_blanks",135,"135 | fries | fries","fries","Do you want some fries?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","fries","sentence_bank"
"food","mc_quiz",136,"136 | candy | candy","candy","Do you want some candy?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","candy","sentence_bank"
"food","fill_blanks",136,"136 | candy | candy","candy","Do you want some candy?","likes_preferences","do_question|want|school","a1","1","vg_e0395e3252ce1be4","candy","sentence_bank"
"food","mc_quiz",137,"137 | apple | apple","apple","Do you want an apple?","likes_preferences","do_question|want|food","a1","2","vg_c657426cb1d2f6f4","apple","sentence_bank"
"food","fill_blanks",137,"137 | apple | apple","apple","Do you want an apple?","likes_preferences","do_question|want|food","a1","2","vg_c657426cb1d2f6f4","apple","sentence_bank"
"food","mc_quiz",138,"138 | orange | orange","orange","Do you want an orange?","likes_preferences","do_question|want|food","a1","2","vg_c657426cb1d2f6f4","orange","sentence_bank"
"food","fill_blanks",138,"138 | orange | orange","orange","Do you want an orange?","likes_preferences","do_question|want|food","a1","2","vg_c657426cb1d2f6f4","orange","sentence_bank"
"food","mc_quiz",179,"179 | milk | milk","milk","He drinks milk.","daily_routines_actions","present_simple|drinks|food","a1","1","vg_221e0eebc0e5ce68","milk","sentence_bank"
"food","fill_blanks",179,"179 | milk | milk","milk","He drinks milk.","daily_routines_actions","present_simple|drinks|food","a1","1","vg_221e0eebc0e5ce68","milk","sentence_bank"
"food","mc_quiz",180,"180 | water | water","water","He drinks water.","daily_routines_actions","present_simple|drinks|food","a1","1","vg_221e0eebc0e5ce68","water","sentence_bank"
"food","fill_blanks",180,"180 | water | water","water","He drinks water.","daily_routines_actions","present_simple|drinks|food","a1","1","vg_221e0eebc0e5ce68","water","sentence_bank"
"food","mc_quiz",181,"181 | juice | juice","juice","He drinks juice.","daily_routines_actions","present_simple|drinks|food","a1","1","vg_221e0eebc0e5ce68","juice","sentence_bank"
"food","fill_blanks",181,"181 | juice | juice","juice","He drinks juice.","daily_routines_actions","present_simple|drinks|food","a1","1","vg_221e0eebc0e5ce68","juice","sentence_bank"
"food","mc_quiz",182,"182 | water | water","water","He drinks water now.","daily_routines_actions","present_simple|drinks|time_now","a1","2","vg_daf1bdb9f7c93129","water","sentence_bank"
"food","fill_blanks",182,"182 | water | water","water","He drinks water now.","daily_routines_actions","present_simple|drinks|time_now","a1","2","vg_daf1bdb9f7c93129","water","sentence_bank"
"food","mc_quiz",183,"183 | milk | milk","milk","He drinks milk now.","daily_routines_actions","present_simple|drinks|time_now","a1","2","vg_daf1bdb9f7c93129","milk","sentence_bank"
"food","fill_blanks",183,"183 | milk | milk","milk","He drinks milk now.","daily_routines_actions","present_simple|drinks|time_now","a1","2","vg_daf1bdb9f7c93129","milk","sentence_bank"
"food","mc_quiz",184,"184 | juice | juice","juice","He drinks juice now.","daily_routines_actions","present_simple|drinks|time_now","a1","2","vg_daf1bdb9f7c93129","juice","sentence_bank"
"food","fill_blanks",184,"184 | juice | juice","juice","He drinks juice now.","daily_routines_actions","present_simple|drinks|time_now","a1","2","vg_daf1bdb9f7c93129","juice","sentence_bank"
"food","mc_quiz",185,"185 | soup | soup","soup","He eats soup now.","daily_routines_actions","present_simple|eats|food|time_now","a1","2","vg_10bff0bfb7ef6054","soup","sentence_bank"
"food","fill_blanks",185,"185 | soup | soup","soup","He eats soup now.","daily_routines_actions","present_simple|eats|food|time_now","a1","2","vg_10bff0bfb7ef6054","soup","sentence_bank"
"food","mc_quiz",186,"186 | rice | rice","rice","He eats rice now.","daily_routines_actions","present_simple|eats|food|time_now","a1","2","vg_10bff0bfb7ef6054","rice","sentence_bank"
"food","fill_blanks",186,"186 | rice | rice","rice","He eats rice now.","daily_routines_actions","present_simple|eats|food|time_now","a1","2","vg_10bff0bfb7ef6054","rice","sentence_bank"
"food","mc_quiz",187,"187 | bread | bread","bread","He eats bread now.","daily_routines_actions","present_simple|eats|food|time_now","a1","2","vg_10bff0bfb7ef6054","bread","sentence_bank"
"food","fill_blanks",187,"187 | bread | bread","bread","He eats bread now.","daily_routines_actions","present_simple|eats|food|time_now","a1","2","vg_10bff0bfb7ef6054","bread","sentence_bank"
"food","mc_quiz",246,"246 | fish | fish","fish","He loves his fish.","likes_preferences","present_simple|loves|possessive|animals","a1","2","vg_45f8cb481e646535","fish","sentence_bank"
"food","fill_blanks",246,"246 | fish | fish","fish","He loves his fish.","likes_preferences","present_simple|loves|possessive|animals","a1","2","vg_45f8cb481e646535","fish","sentence_bank"
"food","mc_quiz",248,"248 | milk | milk","milk","He never drinks milk.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","milk","sentence_bank"
"food","fill_blanks",248,"248 | milk | milk","milk","He never drinks milk.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","milk","sentence_bank"
"food","mc_quiz",249,"249 | water | water","water","He never drinks water.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","water","sentence_bank"
"food","fill_blanks",249,"249 | water | water","water","He never drinks water.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","water","sentence_bank"
"food","mc_quiz",250,"250 | juice | juice","juice","He never drinks juice.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","juice","sentence_bank"
"food","fill_blanks",250,"250 | juice | juice","juice","He never drinks juice.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","juice","sentence_bank"
"food","mc_quiz",251,"251 | coffee | coffee","coffee","He never drinks coffee.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","coffee","sentence_bank"
"food","fill_blanks",251,"251 | coffee | coffee","coffee","He never drinks coffee.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","vg_7115df47ad0b94d5","coffee","sentence_bank"
"food","mc_quiz",252,"252 | soda | soda","soda","He never drinks soda.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","","soda","sentence_bank"
"food","fill_blanks",252,"252 | soda | soda","soda","He never drinks soda.","daily_routines_actions","present_simple|frequency_never|drinks","a1","2","","soda","sentence_bank"
"food","mc_quiz",253,"253 | fish | fish","fish","He never eats fish.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","fish","sentence_bank"
"food","fill_blanks",253,"253 | fish | fish","fish","He never eats fish.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","fish","sentence_bank"
"food","mc_quiz",254,"254 | rice | rice","rice","He never eats rice.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","rice","sentence_bank"
"food","fill_blanks",254,"254 | rice | rice","rice","He never eats rice.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","rice","sentence_bank"
"food","mc_quiz",255,"255 | bread | bread","bread","He never eats bread.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","bread","sentence_bank"
"food","fill_blanks",255,"255 | bread | bread","bread","He never eats bread.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","bread","sentence_bank"
"food","mc_quiz",256,"256 | soup | soup","soup","He never eats soup.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","soup","sentence_bank"
"food","fill_blanks",256,"256 | soup | soup","soup","He never eats soup.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","soup","sentence_bank"
"food","mc_quiz",257,"257 | pizza | pizza","pizza","He never eats pizza.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","pizza","sentence_bank"
"food","fill_blanks",257,"257 | pizza | pizza","pizza","He never eats pizza.","daily_routines_actions","present_simple|frequency_never|eats","a1","2","vg_6ece0e11bf70e689","pizza","sentence_bank"
"food","mc_quiz",271,"271 | egg | egg","egg","He usually eats an egg at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","egg","sentence_bank"
"food","fill_blanks",271,"271 | egg | egg","egg","He usually eats an egg at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","egg","sentence_bank"
"food","mc_quiz",272,"272 | apple | apple","apple","He usually eats an apple at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","apple","sentence_bank"
"food","fill_blanks",272,"272 | apple | apple","apple","He usually eats an apple at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","apple","sentence_bank"
"food","mc_quiz",273,"273 | orange | orange","orange","He usually eats an orange at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","orange","sentence_bank"
"food","fill_blanks",273,"273 | orange | orange","orange","He usually eats an orange at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","orange","sentence_bank"
"food","mc_quiz",274,"274 | banana | banana","banana","He usually eats an banana at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","banana","sentence_bank"
"food","fill_blanks",274,"274 | banana | banana","banana","He usually eats an banana at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_52650a72cd8613cd","banana","sentence_bank"
"food","mc_quiz",275,"275 | fruit | fruit","fruit","He usually eats fruit at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","fruit","sentence_bank"
"food","fill_blanks",275,"275 | fruit | fruit","fruit","He usually eats fruit at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","fruit","sentence_bank"
"food","mc_quiz",276,"276 | rice | rice","rice","He usually eats rice at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","rice","sentence_bank"
"food","fill_blanks",276,"276 | rice | rice","rice","He usually eats rice at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","rice","sentence_bank"
"food","mc_quiz",277,"277 | bread | bread","bread","He usually eats bread at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","bread","sentence_bank"
"food","fill_blanks",277,"277 | bread | bread","bread","He usually eats bread at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","bread","sentence_bank"
"food","mc_quiz",278,"278 | soup | soup","soup","He usually eats soup at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","soup","sentence_bank"
"food","fill_blanks",278,"278 | soup | soup","soup","He usually eats soup at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","soup","sentence_bank"
"food","mc_quiz",279,"279 | pizza | pizza","pizza","He usually eats pizza at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","pizza","sentence_bank"
"food","fill_blanks",279,"279 | pizza | pizza","pizza","He usually eats pizza at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","pizza","sentence_bank"
"food","mc_quiz",280,"280 | cake | cake","cake","He usually eats cake at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","cake","sentence_bank"
"food","fill_blanks",280,"280 | cake | cake","cake","He usually eats cake at noon.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_5eeea2ff9a0142fe","cake","sentence_bank"
"food","mc_quiz",281,"281 | rice | rice","rice","He usually eats rice at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","rice","sentence_bank"
"food","fill_blanks",281,"281 | rice | rice","rice","He usually eats rice at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","rice","sentence_bank"
"food","mc_quiz",282,"282 | bread | bread","bread","He usually eats bread at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","bread","sentence_bank"
"food","fill_blanks",282,"282 | bread | bread","bread","He usually eats bread at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","bread","sentence_bank"
"food","mc_quiz",283,"283 | soup | soup","soup","He usually eats soup at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","soup","sentence_bank"
"food","fill_blanks",283,"283 | soup | soup","soup","He usually eats soup at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","soup","sentence_bank"
"food","mc_quiz",284,"284 | fruit | fruit","fruit","He usually eats fruit at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","fruit","sentence_bank"
"food","fill_blanks",284,"284 | fruit | fruit","fruit","He usually eats fruit at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","fruit","sentence_bank"
"food","mc_quiz",285,"285 | pizza | pizza","pizza","He usually eats pizza at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","pizza","sentence_bank"
"food","fill_blanks",285,"285 | pizza | pizza","pizza","He usually eats pizza at night.","daily_routines_actions","present_simple|frequency|eats|time","a1","3","vg_af4da33673a15427","pizza","sentence_bank"
"food","mc_quiz",329,"329 | water | water","water","I always drink water.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","water","sentence_bank"
"food","fill_blanks",329,"329 | water | water","water","I always drink water.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","water","sentence_bank"
"food","mc_quiz",330,"330 | milk | milk","milk","I always drink milk.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","milk","sentence_bank"
"food","fill_blanks",330,"330 | milk | milk","milk","I always drink milk.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","milk","sentence_bank"
"food","mc_quiz",331,"331 | juice | juice","juice","I always drink juice.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","juice","sentence_bank"
"food","fill_blanks",331,"331 | juice | juice","juice","I always drink juice.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","juice","sentence_bank"
"food","mc_quiz",332,"332 | soda | soda","soda","I always drink soda.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","soda","sentence_bank"
"food","fill_blanks",332,"332 | soda | soda","soda","I always drink soda.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","soda","sentence_bank"
"food","mc_quiz",333,"333 | coffee | coffee","coffee","I always drink coffee.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","coffee","sentence_bank"
"food","fill_blanks",333,"333 | coffee | coffee","coffee","I always drink coffee.","daily_routines_actions","present_simple|always|drink","a1","1","vg_ed0f986212bd1fce","coffee","sentence_bank"
"food","mc_quiz",334,"334 | breakfast | breakfast","breakfast","I always eat breakfast.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","breakfast","sentence_bank"
"food","fill_blanks",334,"334 | breakfast | breakfast","breakfast","I always eat breakfast.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","breakfast","sentence_bank"
"food","mc_quiz",335,"335 | lunch | lunch","lunch","I always eat lunch.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","lunch","sentence_bank"
"food","fill_blanks",335,"335 | lunch | lunch","lunch","I always eat lunch.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","lunch","sentence_bank"
"food","mc_quiz",336,"336 | rice | rice","rice","I always eat rice.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","rice","sentence_bank"
"food","fill_blanks",336,"336 | rice | rice","rice","I always eat rice.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","rice","sentence_bank"
"food","mc_quiz",337,"337 | bread | bread","bread","I always eat bread.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","bread","sentence_bank"
"food","fill_blanks",337,"337 | bread | bread","bread","I always eat bread.","daily_routines_actions","present_simple|always|eat|food","a1","1","vg_368c9a81648933a7","bread","sentence_bank"
